Zachary A. Krantz, CFP®
Brian R. Lipton, CFP®
David B. Sloane, CFP®
Sean M. Coughlin, CFP®
Jerry L. Schmitt, CFP®
Richard Pietsch, CFP®
Denise B. Barrows, CFP®
Joseph Burdi, CFP®
David C. Sipe, CFP®
Stephen M. Juetten, CFP®
John-Connor Murtagh, CFP®
Thomas J. Lane, CFP®
Sean A. O'Malley, CFP®
Thomas G. Goodwin, CFP®
Cody Lachner, CFP®
James P. Collins, CFP®
Julie M. Shechtman, CFP®
Bradley T. Philipps, CFP®
Derek A. Eckert, CFP®
Kory B. Leadon, CFP®
Zachary E. Rockmore, CFP®
Michael Romanelli, CFP®
Clara Park, CFP®
William Wu, CFP®
Maria Caton, CFP®
Christian Goeke, CFP®
Charissa Spach, CFP®
Jean A. Wilczynski, CFP®
Josephus L. Teurlings, CFP®
Adam S. Kendall, CFP®
Robert F. Carrigg, CFP®
Dominic J. Colletti, CFP®
Brian E. Steidinger, CFP®
Daniel Rausch, CFP®
Jeffrey w. Fehrmann, CFP®
Eric Siss, CFP®
Jason L. Moehring, CFP®
Deanna Tomasetti, CFP®
Jonathan P. Elks, CFP®
Katherine E. Kincaid, CFP®
Kaitlyn M. Laney, CFP®
Jeffrey M. Praino, CFP®
Paul Leach, CFP®
Bruce B. Brown, CFP®
Frederick D. Sanchez, CFP®
Shari Hopkins, CFP®
Jay R. Boswell, CFP®
Kristal L. Saneda, CFP®
Michael J. Weeks, CFP®
Kenneth L. Rapp, CFP®
Heikki E. von Hellens, CFP®
Mai L. Nguyen, CFP®
Joshua Jones, CFP®
Scott G. Russell, CFP®
Katharine P. Wagner, CFP®
Thomas Falkner, CFP®
Carolyn  G. Potter, CFP®
Elissa Buie, CFP®
Allison J. Cline, CFP®
Robin L. Underwood, CFP®
Daniel M. Johnson, CFP®
Daniel Ollquist, CFP®
Saket Sengar, CFP®
Kian P. Ahern, CFP®
Jerry  K. Fuller, CFP®
Daniel P. Devine, CFP®
Adam G. Lewis, CFP®
Taylor Wilson, CFP®
Douglas C. Kelly, CFP®
Robert Palfreyman, CFP®
Michael D. Peist, CFP®
Joshua D. Solomon, CFP®
Kent L. Wilson, CFP®
Timothy M. Lund, CFP®
Sheryl L. Conklin, CFP®
Jeffrey G. West, CFP®
Bradley C. Jenson, CFP®
Jonathan P. Smith, CFP®
Matthew M. Hughes, CFP®
Paul A. Hynes, CFP®
Kevin H. Fung, CFP®
Elmer Nakao, CFP®
Brian Carr, CFP®
Matthew C. Sanchez, CFP®
Richard T. Dansby, CFP®
Jeffrey N. Berman, CFP®
Jason E. Dresnok, CFP®
Justin K. Wilkerson, CFP®
Jessie M. Goodwin, CFP®
Marianne Grega, CFP®
Lisa M. Forbes, CFP®
Kenneth J. Nersesian, CFP®
John Karnish, CFP®
Rodney M. Tong, CFP®
Craig J. Skeels, CFP®
Howard A. Huckins, CFP®
Michael Kemper, CFP®
Quinton Holton, CFP®
Jeffrey S. Schiffman, CFP®
Jesse L. Bunich, CFP®
Robert M. Cheney, CFP®
Jason R. O'Hallen, CFP®
J. Scott Oda, CFP®
Joseph Candela, CFP®
Nathan M. Bailey, CFP®
Douglas C. Gilliland, CFP®
Ilona R. Friedman, CFP®
Shane Adkins, CFP®
Rex S. Thatcher, CFP®
Stephen P. Donella, CFP®
Mary C. Evans, CFP®
Alexander M. Pron, CFP®
Joseph Ravotti, CFP®
Fred L. King, CFP®
Daniel P. Lydon, CFP®
Linjin J. Kao, CFP®
Terry E. Nager, CFP®
Daniel M. Schmitz, CFP®
Seth L. Adamson, CFP®
Stephen Glaab, CFP®
Anouchka M. Balog, CFP®
Joseph L. Wilder, CFP®
Michael  Walsh, CFP®
Michael D. Price, CFP®
Glen E. Polcyn, CFP®
Megan Posey, CFP®
John Matthews, CFP®
Abigail Phillips, CFP®
Samuel B. Winkler, CFP®
Curt M. Spinney, CFP®
Brian  J. Ganger, CFP®
Joel C. McNeil, CFP®
Jeffrey Moro, CFP®
Brendan T. Mullooly, CFP®
Nathan S. Pugliese, CFP®
Lane S. Swisher, CFP®
Roger M. Smedley, CFP®
Thomas B. Rice, CFP®
Kyle Heller, CFP®
Edward Bao, CFP®
Mitchell R. Grushen, CFP®
Christopher Wright, CFP®
John M. Albert, CFP®
Scott J. McCauley, CFP®
Robert A. Peterson, CFP®
Abbey L. Henderson, CFP®
Parvin Manuchehri, CFP®
Fang E. Huang, CFP®
Eric Anton, CFP®
John R. Howe, CFP®
Kathleen Roediger, CFP®
Micah J. Lang, CFP®
Jack Forehand, CFP®
John C. Endriss, CFP®
Keith T. Munera, CFP®
Bridget A. Lueck, CFP®
Taylor Peters , CFP®
Sabrina Emert, CFP®
Stephanie M. Zebrowski, CFP®
Bradley D. Graham, CFP®
MILIND B. PAREKH, CFP®
Matthew J. Beyer, CFP®
Jonathon T. Jordan, CFP®
Grant  E. Piller, CFP®
Stuart J. Vander Velde, CFP®
Glenna R. Bohling, CFP®
Seth Wheeler, CFP®
GREGORY S. LIPPERT, CFP®
Sheri Hensley, CFP®
Hope L. Kiefner, CFP®
Brandon P. Neumann, CFP®
Troy A. Breitmann, CFP®
Philip T. Fabrizio, CFP®
Lynn M. Phillips-Gaines, CFP®
James J. Schroeter, CFP®
John E. Flynn, CFP®
Michelle L. Walker, CFP®
Gregory J. Hesse, CFP®
Fredrick J. Shapiro, CFP®
Chad Barrick, CFP®
Andrew T. Morehead, CFP®
Jose E. Ruiz, CFP®
John R. Ceravolo, CFP®
daniel p. freeman, CFP®
Guiseppi Morabito, CFP®
Brian  Schrock, CFP®
Nicole C. Ross, CFP®
Benjamin R. Stewart, CFP®
Patrick L. Robertson, CFP®
David Byrne, CFP®
Gary T. Richards, CFP®
Michael V. O'Brien, CFP®
Meen H. Rhu, CFP®
Jennifer Hall, CFP®
Jason  S. Adams, CFP®
Bradley F. Totherow, CFP®
Rodney R. Ruh, CFP®
Brian P. Peterson, CFP®
Joan C. Kahr, CFP®
Matthew D. DiCicco, CFP®
Christopher M. Auten, CFP®
Scott  Oros, CFP®
Scott N. Christian, CFP®
Allen J. Bass, CFP®
Levi D. Cutler, CFP®
Mark Herman, CFP®
Dorian G. Enhelder, CFP®
Jean T. Hargrove, CFP®
Richard S. Nohelty, CFP®
Emily A. Weed, CFP®
James Mrdjenovich, CFP®
Stephen B. Freedman, CFP®
Christopher P. Rowley, CFP®
Timothy Schiller, CFP®
James C. Woelfel, CFP®
Michael W. Anderson, CFP®
Anthony Battista, CFP®
Richard J. Hardman, CFP®
Richard S. Clough, CFP®
Matthew Swartz, CFP®
Aaron M. Mellman, CFP®
Mary E. Ward, CFP®
Nathan S. Cox, CFP®
Douglas E. Moynihan, CFP®
Griffin J. Graves, CFP®
Laura H. Longhi, CFP®
Dawn E. Smith, CFP®
Nicholas J. Santoro, CFP®
Scott Sandee, CFP®
Cynthia S. Spekhart, CFP®
Jeffrey A. Gay, CFP®
Justin J. Swope, CFP®
Timothy Hermann, CFP®
Joseph S. Fazekas, CFP®
Regina Neenan, CFP®
Connor  Wilhelm, CFP®
Andrew J. Benton, CFP®
Kurt Bornkessel, CFP®
Lars C. Blythe, CFP®
Janet M. Bone, CFP®
Samuel J. Napp, CFP®
Taylor Schenone, CFP®
Erik Siverson, CFP®
Patrick  T. Hughes, CFP®
Dennis J. DeKok, CFP®
Jack Hoehlein, CFP®
Steven J. Deelstra, CFP®
Brian D. Kerstiens, CFP®
Helen K. Goldstein, CFP®
Richard T. Donovan, CFP®
Jane L. Lordeman, CFP®
Alexa J. Kane, CFP®
Jessica Schafer, CFP®
Paul B. Marks, CFP®
David J. Sinensky, CFP®
Michelle M. Buswell, CFP®
Melissa Natzke-Barlow, CFP®
Eric J. McMahan, CFP®
Jeffry J. Trad, CFP®
Timothy D. Cusack, CFP®
Jeff Meckstroth, CFP®
Ralph M. Gehring, CFP®
James R. Smith, CFP®
Andrew J. Cayer, CFP®
Laura F. Redfern, CFP®
Craig R. Dods, CFP®
Angela L. Thomas, CFP®
Joseph Coca, CFP®
Brian C. Davis, CFP®
Robert E. Heightchew, CFP®
David S. Duncan, CFP®
Jeffrey B. Gaskin, CFP®
Kate Barron-Alicante, CFP®
Timothy J. Maurer, CFP®
Anona M. Klabo, CFP®
Benjamin T. Wheeler, CFP®
Jordan Krawec, CFP®
Paul D. McDonough, CFP®
Kyle Denison, CFP®
Anthony Knight, CFP®
John J. Sion, CFP®
Karen S. McGarvey, CFP®
David W. Demming, CFP®
Albert B. Lewis, CFP®
Elijah L. Harris, CFP®
Jason M. Pereira, CFP®
Ronald G. Raines, CFP®
Ahmad R. Saltagi, CFP®
Alexandre Grantcharov, CFP®
David R. Hatfield, CFP®
Thomas Berg, CFP®
Kimberly R. Blakely, CFP®
Jordan Slingo, CFP®
Carolyn A. Goyette, CFP®
Daniel V. Olson, CFP®
Rebecca "Rivka" Schreiber, CFP®
Wayne A. Muehler, CFP®
Jesus  Romero, CFP®
Jeremy  C. Garduno, CFP®
Stephen M. Blanchette, CFP®
Sean O'Toole, CFP®
Kyle T. Mayo, CFP®
Elizabeth C. Stromberg , CFP®
Cameron C. Williams, CFP®
Karen I. Ben-Shlaush, CFP®
Allen K. Ayers, CFP®
Lisa (Hongwei) Liu, CFP®
Craig W. Baum, CFP®
Randall T. Marzullo, CFP®
Matthew M. McGehrin, CFP®
Michael S. Freeman, CFP®
Jennifer Galey, CFP®
Kate MacArthur Lawson, CFP®
John R. Ritter, CFP®
Noelle Granville McIntyre, CFP®
Alaina Schmid, CFP®
Narine Mardanyan , CFP®
Daryl F. Kruse, CFP®
Jonathan A. Moyer, CFP®
Kevin S. Flick, CFP®
Jerry L. Clements, CFP®
Melissa J. Linn, CFP®
Annika E. Cushnie, CFP®
Andrew M. Sperry, CFP®
Scott D. Thieme, CFP®
Kevin Mautte, CFP®
Nelson R. Maler, CFP®
David J. Wood, CFP®
Daniel P. Hazewski, CFP®
Gary C. Sanson, CFP®
Allan G. Bohannon, CFP®
William E. Huffman, CFP®
Randall T. Stewart, CFP®
Thomas B. Sernett, CFP®
Kelvin K. Wong, CFP®
Robert C. DeNovo, CFP®
Scott Brown, CFP®
David W. Shotwell, CFP®
Joseph A. Beauchaine, CFP®
Mary D. George, CFP®
Richard T. Walsh, CFP®
Jedd Goldinger, CFP®
Lisa S. Simms, CFP®
James P. McNeill, CFP®
Raymond S. Rhoades, CFP®
Yekaterina Shkolnik, CFP®
G. M. Bales, CFP®
Kasey M. Dial, CFP®
Patricia Spies, CFP®
David A. Knierim, CFP®
Adam M. Day, CFP®
David Mecca, CFP®
Matthew R. Norland, CFP®
Andrew  J. Friedman, CFP®
Kyle W. Johnston, CFP®
Adrian Albidress, CFP®
Michael J. Kudlik, CFP®
Charles L. Inglefield, CFP®
Jeremy Loftin, CFP®
Luther J. Hagen, CFP®
Carmen Grinkis, CFP®
Michael Andrzejewski, CFP®
Thomas S. McCann, CFP®
Andrew D. Landgraff, CFP®
Rafael Melendez, CFP®
James M. Davids, CFP®
Phoebe Chao, CFP®
Dale L. White, CFP®
Joshua Hollandsworth, CFP®
Jesse Bergland, CFP®
Thomas D. Whelan, CFP®
Sherrie M. Pasko, CFP®
Robert E. Keilin, CFP®
Eddy B. Roddy, CFP®
Ava Brown, CFP®
Gary L. Howard, CFP®
Thomas DeMarco, CFP®
Mick L. Owens, CFP®
Andrew C. Hall, CFP®
Dedra L. Zwieg, CFP®
Constantine J. Pihakis, CFP®
Brooklyn Maldonado, CFP®
Adam  W. Netland, CFP®
Kay W. Barcus, CFP®
Heidi  J. Wahl, CFP®
Joel S. Merritt, CFP®
Thomas J. Duffy, CFP®
Ryan Glover, CFP®
Giancarlo Diaz-Munio Mendez, CFP®
Ryan Luks, CFP®
Tiffany S. Miller, CFP®
Chris Angelino, CFP®
Debra Brennan Tagg, CFP®
Barbara J. Ray, CFP®
Mark J. Boxman, CFP®
Brent C. Hunsberger, CFP®
Andrew Reynolds, CFP®
Margot E. Craig, CFP®
Ronald W. Cavill, CFP®
Carla J. Kesterson, CFP®
Stephen Taft, CFP®
Joseph G. Ford, CFP®
Michael H. Yarbrough, CFP®
Bryan M. Totri, CFP®
Corey R. Piel, CFP®
Nicole A. Ralph, CFP®
William W. Brunner, CFP®
Donald T. Click, CFP®
Frank E. Pare, CFP®
Sam DeBono, CFP®
Howard M. Burke, CFP®
Robert C. Phillips, CFP®
Marvin L. Siekman, CFP®
James D. Lewers, CFP®
James B. Osborne, CFP®
Naomi Feldott, CFP®
Scott M. Wallschlaeger, CFP®
David Grieb, CFP®
Scott A. Hilton, CFP®
Christopher  G. Malley, CFP®
Thomas C. Schmidt, CFP®
Brian W. Morton, CFP®
Benjamin C. Summers, CFP®
Derek D. Nelson, CFP®
Daniel L. Nickodemus, CFP®
David J. MacKinnon, CFP®
Suzanne S. Newhall, CFP®
Robert Lindstrom, CFP®
Peter  J. Hankes, CFP®
Leadale M. McCutcheon, CFP®
Terry J. Hjort, CFP®
Kameron J. Carlson, CFP®
Nicholas J. Minas, CFP®
Brendan C. Fuller, CFP®
Justin Nesheiwat, CFP®
Jason C. Hallonquist, CFP®
Jeffery A. Clemons, CFP®
CLINT  CAMUA, CFP®
Collin A. McCall, CFP®
Lei Deng, CFP®
Gena G. Moxey, CFP®
Bryan A. Okun, CFP®
Daniel Hamilton, CFP®
Zachary Horn, CFP®
Jeffrey Milne, CFP®
Pay-Min I. Chang, CFP®
Ari Strait, CFP®
John W. Posey, CFP®
Bradley W. Peters, CFP®
Kevin F. Hansley, CFP®
James P. Yost, CFP®
David P. Ford, CFP®
Sung Joon Lee, CFP®
Sallie M. Thompson, CFP®
James E. Bogart, CFP®
Richard H. Meadows, CFP®
George P. Bellucci, CFP®
Abby L. Paslowski, CFP®
Todd W. Talbot, CFP®
Andrew Ataras, CFP®
Michael  W. Kessel, CFP®
Andrew L. Kerns, CFP®
Joshua J. Miska, CFP®
David P. Lull, CFP®
Trevor S. Kurth, CFP®
Michael E. Sheets, CFP®
Garth A. Wallace, CFP®
Alexandra Cubeddu, CFP®
Johnnie  L. Chestnut, CFP®
Mitchell Sayers, CFP®
Mark F. Leonard, CFP®
Frank M. White, CFP®
John N. Gherardi, CFP®
Frank Zecca, CFP®
Dylan M. Barnes, CFP®
Peter V. Laurenzo, CFP®
Armahn  J. Hadjian, CFP®
Nathan G. Stoffregen, CFP®
Isaac J. Cardoza, CFP®
Kent G. Forsey, CFP®
Richard E. Freitag, CFP®
Corby M. Mastalir, CFP®
Christina S. Burroughs, CFP®
Sharon R. Kresse, CFP®
Aaron M. Buck, CFP®
Matthew A. Ahern, CFP®
Josh Haddad, CFP®
Patrick A. Sier, CFP®
Michael A. Loizzi, CFP®
Michael P. Hughes, CFP®
Elizabeth V. Bruno, CFP®
John E. Muscalus, CFP®
Christopher J. Hodges, CFP®
Amy J. Lauber, CFP®
Leonard T. Hirst, CFP®
Daniel B. Howell, CFP®
Landon R. Jones, CFP®
George B. Douglas, CFP®
David B. Arnold, CFP®
Jeffrey N. Welty, CFP®
Jennifer L. Stoltey, CFP®
Christopher E. Portner, CFP®
John P. Thibault, CFP®
Aaron J. Ahlstrom, CFP®
Mark S. Young, CFP®
Arthur Flores, CFP®
Steven C. Heinekamp, CFP®
James M. Taylor, CFP®
Daniel E. Wolodkiewicz, CFP®
Timothy T. Keffer, CFP®
Troy T. Charters, CFP®
Benjamin M. Klaers, CFP®
Christopher Munafo, CFP®
Thomas J. Schiller, CFP®
Phyllis R. Mitchell, CFP®
Amanda K. Skrivanich , CFP®
Jeramie A. Grosenbacher, CFP®
Miranda M. Burks, CFP®
Daniel Granucci, CFP®
Justin T. Reed, CFP®
Nicholas S. Trudel, CFP®
Wayne L. McDaniel, CFP®
Michael L. Schudel, CFP®
Colette R. Bitzas, CFP®
Wayne R. Wong, CFP®
Lauren Slater Herwitt, CFP®
Answan Johnson, CFP®
Matthew J. Bower, CFP®
Calvin Guyer, CFP®
Bradley K. Walton, CFP®
Ronnie J. Scheller, CFP®
Allen Yee, CFP®
Barbara G. Malhoit, CFP®
Melissa A. Wagner, CFP®
Bradley Schell, CFP®
Lane M. Jerdal, CFP®
Alex Coriddi, CFP®
T. L. Smith, CFP®
William Hilgedick, CFP®
Stephen R. Wierhake, CFP®
George Tzimas, CFP®
John  J. Hayes, CFP®
Joseph A. Bocci, CFP®
Clayton H. Ernst, CFP®
Christian D. Whitehead, CFP®
Matthew R. Cunningham, CFP®
Audrey K. Emerson, CFP®
John J. Caruso, CFP®
David K. Solomon, CFP®
Benjamin H. Dean, CFP®
James M. Barnes, CFP®
Stephen B. Strickler, CFP®
Rebecca B. Dickerson, CFP®
William E. Marshall, CFP®
Frank J. Ruffing, CFP®
David S. Meyers, CFP®
Zachary  D. Allen, CFP®
Jacqueline S. Daniels, CFP®
Rudi V. Siela, CFP®
Lisa D. Tuemmler, CFP®
Brandt Cookston, CFP®
Scott McKeever, CFP®
Barry M. Rosenberg, CFP®
Elaine Chan, CFP®
Kyle Morrissey, CFP®
Jesse G. Bradley, CFP®
Gary T. Plessl, CFP®
John P. Mabini, CFP®
Warren C. Kirby, CFP®
Tiffany K. Violante, CFP®
Robert A. Westley, CFP®
Georgia G. Bruggeman, CFP®
Leo J. McLaughlin, CFP®
Michael A. Sbertoli, CFP®
Austin Wiest, CFP®
Michael E. McCormick, CFP®
Mitchell B. Jacobs, CFP®
David H. Hatch, CFP®
Robert M. Vogel, CFP®
Shaun M. Dowling, CFP®
William G. Horne, CFP®
Chad Tourin, CFP®
Jennifer A. LeRoy, CFP®
Brandon A. Navara, CFP®
Benjamin T. Pettigrew, CFP®
NZINGA NYAGUA, CFP®
Jennifer A. Swetland, CFP®
Mary K. Adamski, CFP®
Jonathan Yaeger, CFP®
Patricia L. Rollins, CFP®
Andrew O. DelMedico, CFP®
Kristine A. d'Esterhazy, CFP®
Marshal Johnson, CFP®
Michael D. Rutter, CFP®
Kathleen Pigott, CFP®
John Bohnsack, CFP®
Nicholas D. Lemiere, CFP®
Aylla M. Lashaway-Mueller, CFP®
Joyce O. Schnur, CFP®
Christian P. Burns, CFP®
Michael Chavez, CFP®
Richard L. Terrill, CFP®
Bradley R. Newman, CFP®
Matthew T. Miler, CFP®
Kenneth C. Prom, CFP®
Ashley Bleckner, CFP®
Krista L. Anderson, CFP®
Branden R. Frazier, CFP®
Michael G. Wiggins, CFP®
David D. Tofel, CFP®
Thomas C. Jones, CFP®
Ami N. Shah, CFP®
Daniel Feigelman, CFP®
Andrew M. Arrington, CFP®
Kevin Webb, CFP®
Erik M. Bjerke, CFP®
Michael W. Cartwright, CFP®
Taylor  J. Moore, CFP®
Dina Britten, CFP®
Amber K. Girtman Jones, CFP®
Michael Neill, CFP®
Greg Schultze, CFP®
Sean M. Williams, CFP®
Douglas R. Thorpe, CFP®
Cory J. Niver, CFP®
Benjamin B. James, CFP®
Richard  D. Owsik, CFP®
Nathan  Creviston, CFP®
Akiko Kamata, CFP®
Roger O. Anderson, CFP®
Carl J. Macko, CFP®
Marguerite J. Wiese, CFP®
Daniel B. Carey, CFP®
Cheryl M. Chapis, CFP®
GARY L. LUNA, CFP®
Kurt D. Cambier, CFP®
Laura Service, CFP®
Edward "Bud" Heintz, CFP®
Dennis R. Marvin, CFP®
Michael C. Walther, CFP®
Paul L. Dery, CFP®
Valerie Fishgold, CFP®
Charlie de Leon, CFP®
Paul A. Lebowitz, CFP®
Stephen E. Kwederis, CFP®
Warren D. Waters, CFP®
Adam W. Hall, CFP®
Morgan E. Bonifazi, CFP®
Aaron W. Petersan, CFP®
Robert E. Lyons, CFP®
Dean L. Stewart, CFP®
James M. Mars, CFP®
Robert R. Courser, CFP®
Harris B. Hanson, CFP®
Thomas W. Farrell, CFP®
Sean Moreland, CFP®
James Overbeck, CFP®
Kim L. Nugent, CFP®
MATTHEW ALTRO, CFP®
Kevin McLoughlin, CFP®
William V. Sheehy, CFP®
Robert J. Holman, CFP®
Amanda  Levi, CFP®
Lisa M. Roche-Berlage, CFP®
Alexander L. Kaschmitter, CFP®
Brian D. Gawthrop, CFP®
Aaron C. Young, CFP®
Jon M. Speight, CFP®
James Dreiling, CFP®
Elspeth F. Weis, CFP®
Celeste K. Byers, CFP®
Tucker Y. Morin, CFP®
James M. Philbin, CFP®
Adam Stoeckler, CFP®
Phillip Schafer, CFP®
Rachel Dick, CFP®
H. R. Haberman, CFP®
Thomas G. Birsinger, CFP®
Robert L. Kailes, CFP®
Robert B. Chanpong, CFP®
Thomas R. Cannon, CFP®
William Bean, CFP®
Benjamin J. Houseman, CFP®
Brandon Park, CFP®
Andrew J. Manier, CFP®
Anthony J. Cofone, CFP®
James E. Cook, CFP®
John P. Esposito, CFP®
Wesley D. Roper, CFP®
Paul Sydlansky, CFP®
Katie A. Fehrenbacher, CFP®
Jason T. Rosener, CFP®
Troy M. Smith, CFP®
Charla M. Bouchie, CFP®
Eric B. Stein, CFP®
Erik Mosholt, CFP®
Daniel W. Klug, CFP®
Scott D. Schwalich, CFP®
Matthew Dallas, CFP®
Benjamin  L. Hoeger, CFP®
Sean K. Gallahan, CFP®
Jonathan Ward, CFP®
Jace R. Hart, CFP®
Louis J. Cammisa, CFP®
Dennis C. Madden, CFP®
Mark D. McGuire, CFP®
Veronica M. Sullivan, CFP®
Michael H. Baker, CFP®
Tamara K. Wiley, CFP®
Andrea Trapet, CFP®
Barrett A. Geist, CFP®
Russell Zapalac, CFP®
Andrew Parrott, CFP®
Steven Calio, CFP®
Stephanie A. Notarianni, CFP®
Blaine Butcher, CFP®
Kristyn R. Gibson, CFP®
Joseph V. Barbetta, CFP®
Kellie D. Jacques, CFP®
David B. Holloway, CFP®
Richard E. Shore, CFP®
Tessa E. Steinemann, CFP®
Dervinder Singh, CFP®
Monica Y. Jennings, CFP®
John R. Polivka, CFP®
Janet L. Mlynar, CFP®
Kevin C. Kautzmann, CFP®
Kaylee M. Phalon, CFP®
Michael J. Graziano, CFP®
Xiao Liang Hong, CFP®
Matthew Bower, CFP®
Terry Montano, CFP®
Michael A. Lenzo, CFP®
Diane J. Soucheray, CFP®
E Tobin Meisenheimer, CFP®
Dane Schultz-Andersen, CFP®
Samuel M. Johnson, CFP®
Gregg A. Fraistat, CFP®
Jared W. Ford, CFP®
Chris Allen, CFP®
Jeremy J. Barlow, CFP®
Joseph S. Kosek, CFP®
Eric D. Brann, CFP®
Dean Domask, CFP®
Jaclyn V. Hirl, CFP®
James E. Gill, CFP®
Edmund G. Adomaites, CFP®
James S. Cruice, CFP®
Brandon C. Miller, CFP®
James A. Barnash, CFP®
Cade Bekanich, CFP®
Bradley M. Howe, CFP®
Andre M. Carter, CFP®
William C. Fuson, CFP®
Christian Dundas, CFP®
Justin Neuwirt, CFP®
Sophie A. Lee, CFP®
Philip B. Sadtler, CFP®
Kelly J. Kramarck, CFP®
Alan Z. Kramer, CFP®
Dustin Eckhardt, CFP®
Adam R. Leszyk, CFP®
Chad B. Humphrey, CFP®
Gregory Moodie, CFP®
Mark Krogulski, CFP®
Philip M. Regan, CFP®
Gerald E. Guido, CFP®
Adrian Hovey, CFP®
Nathan A. Pozzi, CFP®
Jennifer L. Gershon, CFP®
Marcus W. Welborn, CFP®
David Rainey, CFP®
Jerald K. Meaders, CFP®
Steven J. Ringgold, CFP®
Tyler Silverthorn, CFP®
Peter Kelly, CFP®
JOHN  B. WHITAKER, CFP®
Jay D. Ferguson, CFP®
Riddhi Jain, CFP®
Jesse Israel, CFP®
Andrew Federico, CFP®
Paul Schreiber, CFP®
Brianna M. Brewer, CFP®
Patricia F. Meidell, CFP®
Janet E. Kohrmann, CFP®
Kyle Ryan, CFP®
Jennifer M. Craven, CFP®
Daniel R. Masiello, CFP®
John T. Gibson , CFP®
Dennis P. Gogarty, CFP®
Benjamin D. Evans, CFP®
Jeffrey L. Kaylor, CFP®
Steven R. Bartholomew, CFP®
Leslie M. Castillo, CFP®
Yisha Wang, CFP®
Joseph J. Alotta, CFP®
Christopher R. Chapa, CFP®
William E. Sugg, CFP®
Robert M. DelBuono, CFP®
Adam G. Frey, CFP®
John W. Thornell, CFP®
David G. Hahl, CFP®
David  E. Caballero, CFP®
Aaron J. Miller, CFP®
John D. Link, CFP®
Corey T. Myers, CFP®
Cary D. Rubman, CFP®
Tamar K. Mogilski, CFP®
Ryan Coulter, CFP®
Bryan C. Wisda, CFP®
Scott D. Weynand, CFP®
Tyler Hans, CFP®
William  R. Maxey, CFP®
Dennis L. Burgess, CFP®
Lee D. Mayfield, CFP®
Colby R. Robbins, CFP®
Michael C. Weckenman, CFP®
Devin G. Robinson, CFP®
Dick Harsin, CFP®
Derek Brown, CFP®
Christopher Lynch, CFP®
Darrin R. McAninch, CFP®
Charles S. Rahmoeller, CFP®
Lindsey L. Chrystan, CFP®
Hattie M. Wright, CFP®
Richard W. Bolek, CFP®
Taeeon Kim, CFP®
Jeffrey Dvorak, CFP®
Shireen Daniels, CFP®
Alan C. Hewitt, CFP®
Daniel B. Moisand, CFP®
Kevin C. Koney, CFP®
David E. Krause, CFP®
Melvin J. Severance, CFP®
Shayna L. Lear, CFP®
William F. Matzinger, CFP®
Laurie K. Moore, CFP®
Jeffrey R. Silverman, CFP®
Heather B. Yetman, CFP®
Robert W. Burns, CFP®
Kevin B. Summa, CFP®
James C. Boles, CFP®
Kristie K. Howe, CFP®
Conrad A. Tarte, CFP®
Joshua D. Forkey, CFP®
Matthew Eglseder, CFP®
Lynn M. Chambers, CFP®
Stephanie Brown, CFP®
Ronald S. Chen, CFP®
Tyler J. Burtscher, CFP®
John T. Miles, CFP®
Bryce E. Miller, CFP®
Don S. Maxon, CFP®
Yu S. Chan, CFP®
Martin T. Streetman, CFP®
Matthew E. McKee, CFP®
Branden Sears, CFP®
Barbara S. Matheson, CFP®
Jeanette L. Kitchen, CFP®
Anima nikonthet, CFP®
Paul A. Minta, CFP®
Daniel  T. Drake, CFP®
Cynthia J. Tam, CFP®
David J. Williams, CFP®
Travis A. Van Dyke, CFP®
Madison M. Bennett, CFP®
Brandon Thorsten, CFP®
Dale A. Wood, CFP®
Dennis F. Henks, CFP®
Brett Stephens, CFP®
Thomas  T. Vigil, CFP®
David J. Salamone, CFP®
Scott T. Blaesing, CFP®
Kirt D. Rezek, CFP®
William J. Zaika, CFP®
Anselveno C. Gutierrez, CFP®
Richard C. Risley, Jr., CFP®
Leah Manderson, CFP®
Peter W. Post, CFP®
Benjamin M. Wenzel, CFP®
James H. Hickerson, CFP®
Trey D. Curtis, CFP®
Mark D. Heffernan, CFP®
Cole F. Nichols, CFP®
Christopher W. Garner, CFP®
Marc Lescarret, CFP®
Reid R. Berry, CFP®
Stephanie Green, CFP®
Jamie D. McCreary, CFP®
Garrett N. Buchanan, CFP®
